line_no,text,lg,l_id,folio,col,speaker
1,Svis q՚ diex m'a pꝛeſté Sens ⁊ entendement,1,l-125r-2-1,125r,2,
2,Et bouche de ꝑler Et cuer d'auiſement,1,l-125r-2-2,125r,2,
3,Que ne ſoie repꝛis Ne blaſmez folement,1,l-125r-2-3,125r,2,
4,Dont me doi ie pener De ꝑler ſagem̄t,1,l-125r-2-4,125r,2,
5,Uoirs eſt que biau ꝑler Ne puet aus bons deſplaire,2,l-125r-2-5,125r,2,
6,Qⁱ bien y veult penſer On ypꝛent exāplaire,2,l-125r-2-6,125r,2,
7,Poꝛ ſa vie amēder Et lui de pechié traire,2,l-125r-2-7,125r,2,
8,Diex me doinſt dire choſe Qui a tous puiſſe plaire,2,l-125r-2-8,125r,2,
9,Se vous volez a moy .I. petit entendꝛe,3,l-125r-2-9,125r,2,
10,Voꝰ y poꝛrez tel choſe Retenir ⁊ apꝛēdꝛe,3,l-125r-2-10,125r,2,
11,Q՚ voꝰ vous garderez Tous ioꝛs mais de meſpꝛēdꝛe,3,l-125r-2-11,125r,2,
12,En toutes les raisōs Sus quoi ie doi deſcendꝛe,3,l-125r-2-12,125r,2,
13,Ce ne ſont pas mēcōge Ains eſt choſe certaine,4,l-125r-2-13,125r,2,
14,Car i'en trai ateſmoīg L'eſcripture diuine,4,l-125v-1-1,125v,1,
15,De cui creſtienté Et la loy ſe decline,4,l-125v-1-2,125v,1,
16,Car c'eſt confeſſion Qui tant eſt bone ⁊ digne,4,l-125v-1-3,125v,1,
17,Uoirs eſt que il n'eſt nul S'il ſe veult amender,5,l-125v-1-4,125v,1,
18,Et repētir de cuer Et dieu merci crier,5,l-125v-1-5,125v,1,
19,Et en deuotion Netem̄t confeſſer,5,l-125v-1-6,125v,1,
20,Q՚ diex ne li ꝑdoinſt Sans iamais re˞puer,5,l-125v-1-7,125v,1,
21,Mais q՚ face penance Tele c'on li enioint,6,l-125v-1-8,125v,1,
22,Puis ſe gart de pechié Qu'il n'i renchiee poīt,6,l-125v-1-9,125v,1,
23,Ainſi ert racoꝛdé A dieu et en bon point,6,l-125v-1-10,125v,1,
24,Prions li q՚ ſ'amour Et ſa grace noꝰ doinſt,6,l-125v-1-11,125v,1,
25,Entre vous tous ⁊ toutes Le vous pꝛi et requier,7,l-125v-1-12,125v,1,
26,Ens en l'ōnour de dieu Qⁱ tant puet iuſticier,7,l-125v-1-13,125v,1,
27,Entendés .I. biau dit Q՚ ie voꝰ veil noncier,7,l-125v-1-14,125v,1,
28,Qⁱl auint de certain Au tēps ca en arrier,7,l-125v-1-15,125v,1,
29,Il fu .i. riches hons Si cō trouuos liſant,8,l-125v-1-16,125v,1,
30,Entre li et ſa fame Auoient .i. enfant,8,l-125v-1-17,125v,1,
31,La moꝛt pͥſt le boꝛiois Ne pot viure en auant,8,l-125v-1-18,125v,1,
32,Qñt la moꝛt fu venue Moult ot le cuer dolant,8,l-125v-1-19,125v,1,
33,Dolans eſt cil qui pert Sa bone cō paignie,9,l-125v-2-1,125v,2,
34,Apꝛez que li bourgois Ot perdue la vie,9,l-125v-2-2,125v,2,
35,La dame fu de plait Durement aſſaillie,9,l-125v-2-3,125v,2,
36,Moult y a deſpendu De ſon auoir ꝑtie,9,l-125v-2-4,125v,2,
37,Li filz fu a l'eſcole Qⁱ moult y deſpendi,10,l-125v-2-5,125v,2,
38,La dame largem̄t De ſon auoir ꝑdi,10,l-125v-2-6,125v,2,
39,Po but et po mēia Pourement ſe veſti,10,l-125v-2-7,125v,2,
40,Tiex le ſoloit vëoir Qⁱ ſ'eſloigna de li.,10,l-125v-2-8,125v,2,
41,La bourioiſe cheï En ml՚t gñt poureté,11,l-125v-2-9,125v,2,
42,Ne pot auoir les aiſes Ou elle auoit eſté,11,l-125v-2-10,125v,2,
43,Et ſi fu deliuree (Deliuree )de tout sō ꝑēté,11,l-125v-2-11,125v,2,
44,Car il n'eſt nulz ſ'il pert Qⁱ ne chiee en vilté,11,l-125v-2-12,125v,2,
45,UN ioꝛ cele boꝛioiſe Entra en .i. jardin,12,l-125v-2-13,125v,2,
46,Ploꝛant deſcōfoꝛtee Ml՚t faiſoit male fin,12,l-125v-2-14,125v,2,
47,Ses .ii. poins detoꝛdant Et eſrachant ſon crin,12,l-125v-2-15,125v,2,
48,Dëables qui ne doꝛt Vers li pꝛiſt ſon chemin,12,l-125v-2-16,125v,2,
49,En guiſe d'un marchant Deuant lui ſ'arreſta,13,l-125v-2-17,125v,2,
50,Ꝑ ml՚t ſimple raiſon Tantoſt li demanda.,13,l-125v-2-18,125v,2,
51,Dites fait il m'amie Pour quoy ploꝛez voꝰ (la),13,l-126r-1-1,126r,1,
