line_no,text,lg,l_id,folio,col,speaker
1,Un cheval ay Qui eſt a vendꝛe,1,l-316v-2-7,316v,2,
2,Pour avoir argent A deſpendꝛe,1,l-316v-2-8,316v,2,
3,Je croi cil qui l'achatera,1,l-316v-2-9,316v,2,
4,Que moult petit i gaignera,1,l-316v-2-10,316v,2,
5,C'eſt oꝛe voir il eſt ferans,1,l-316v-2-11,316v,2,
6,Et eſt mauveſement errans,1,l-316v-2-12,316v,2,
7,Et a .iiii. felons reneus,1,l-316v-2-13,316v,2,
8,Et a ſoz la goꝛge .ii. neus,1,l-316v-2-14,316v,2,
9,Et eſt ſoz la queue tigneus,1,l-316v-2-15,316v,2,
10,Et eſt pouſis. et eſt moꝛueus,1,l-316v-2-16,316v,2,
11,Et ſi dient la gent entr'eus,1,l-316v-2-17,316v,2,
12,Que il voit moult petit des ieus,1,l-316v-2-18,316v,2,
13,Et ſi ſai bien que il n'oit goute,1,l-316v-2-19,316v,2,
14,Ne li ventres ne li tient goute,1,l-316v-2-20,316v,2,
15,Foi que je doi /ſainte pecine,1,l-316v-2-21,316v,2,
16,Il n'a meſtre de medecine,1,l-316v-2-22,316v,2,
17,Car ſe verité eſt en recoꝛs,1,l-317r-1-1,317r,1,
18,Riens ne li demeure ens el coꝛs,1,l-317r-1-2,317r,1,
19,Et ſi moꝛt et regibe et grate,1,l-317r-1-3,317r,1,
20,Et ſi fiert derrier de la pate,1,l-317r-1-4,317r,1,
21,Et ſi meniut mauueſement,1,l-317r-1-5,317r,1,
22,Mes il en giſt plus netement,1,l-317r-1-6,317r,1,
23,Maigres eſt et roides et lons,1,l-317r-1-7,317r,1,
24,Hauz eſt et ſi eſt trop felons,1,l-317r-1-8,317r,1,
25,Il n'emble ne paſſe ne trote,1,l-317r-1-9,317r,1,
26,Il ne vaut pas une viez bote,1,l-317r-1-10,317r,1,
27,Et quant on fiert et il trebuce,1,l-317r-1-11,317r,1,
28,Il chiet c'une pourie huce,1,l-317r-1-12,317r,1,
29,Et ſi ne ſai que ce puet eſtre,1,l-317r-1-13,317r,1,
30,Il mengue tout ſon cheveſtre,1,l-317r-1-14,317r,1,
31,Et ſi eſt de mauueiſe loi,1,l-317r-1-15,317r,1,
32,Car il a le mal /ſaint eloi,1,l-317r-1-16,317r,1,
33,Les barbes a et le lenpas,1,l-317r-1-17,317r,1,
34,Maueiſement va trop et pas,1,l-317r-1-18,317r,1,
35,Je croi qu'il fu nez en enfer,1,l-317r-1-19,317r,1,
36,En pié ne li demeure fer,1,l-317r-1-20,317r,1,
37,Et ſi a derriere une courbe,1,l-317r-1-21,317r,1,
38,Qui a l'aler moult li deſtourbe,1,l-317r-1-22,317r,1,
39,Et ſa ferine et ſa molete,1,l-317r-1-23,317r,1,
40,Il eſt chetive beſtelete,1,l-317r-1-24,317r,1,
41,Encoꝛdez eſt devant derriere,1,l-317r-1-25,317r,1,
42,Oꝛeilles pendanz mate chiere,1,l-317r-1-26,317r,1,
43,Farſilleus eſt ſales relens,1,l-317r-1-27,317r,1,
44,Il eſt mauais et ſi eſt lens,1,l-317r-1-28,317r,1,
45,Encoꝛe plus i meterons,1,l-317r-1-29,317r,1,
46,Il eſt trop durs a eſperons,1,l-317r-1-30,317r,1,
47,Et ſi vous di ſe Diex m'avoie,1,l-317r-1-31,317r,1,
48,Il chiet en rue et en voie,1,l-317r-1-32,317r,1,
49,Foi que je doi a mes .ii. mains,1,l-317r-1-33,317r,1,
50,Des mehains n'i a mie mains,1,l-317r-1-34,317r,1,
51,Paeureux. onbꝛageus. reſteux,1,l-317r-1-35,317r,1,
52,Onques mes ch[e]vaus ne fu tiex,1,l-317r-1-36,317r,1,
53,Des p[l]us le tens de /perceval,1,l-317r-1-37,317r,1,
54,Ne veiſtes ſi fier cheval,1,l-317r-1-38,317r,1,
55,Lons eſt d'eſchines es pies neus,1,l-317r-2-1,317r,2,
56,Courbatus enfoſſet et creus,1,l-317r-2-2,317r,2,
57,Il ſera moult bons a vous tieus,1,l-317r-2-3,317r,2,
58,Oꝛ l'achates ſe vous voles,1,l-317r-2-4,317r,2,
59,Vendus eſt ſe ne vous haſtes,1,l-317r-2-5,317r,2,
